Ilce,Enlem,Boylam,Alan,Kapasite,Mahalle / Adres
NARLIDERE,38.395833,26.992222,1872,749,HUZUR - GAFFAR OKKAN PARKI - AÇELYA SOKAK VE ABDULLAH CÖMERT SOKAK ARASI
NARLIDERE,38.396111,26.990000,4818,1927,HUZUR - AÇELYA SOKAK VE MANDALİNLİK SOKAK ARASI
NARLIDERE,38.395555,26.990000,1022,409,HUZUR - İLHAN SELÇUK SOKAK VE YAPICILAR SOKAK KESİŞİMİ
NARLIDERE,38.395555,26.988333,466,186,HUZUR - BAHAR SOKAK VE SUZAN SOKAK KESİŞİMİ
NARLIDERE,38.395000,26.988055,1682,673,HUZUR - ÇETİN EMEÇ PARKI - MANDALİNLİK SOKAK VE BAHAR SOKAK ARASI
NARLIDERE,38.393888,26.988611,1735,694,HUZUR - ŞEHİT ÜSTEĞMEN SELİM CERİT PARKI - YAZAR SOKAK VE BAHAR SOKAK KESİŞİMİ
NARLIDERE,38.393055,26.988889,2596,1038,HUZUR - GAZİLER PARKI - MANDALİNLİK SOKAK
NARLIDERE,38.392777,26.993055,12718,5087,HUZUR - ÖĞRETMENLER SOKAK VE EDA SOKAK ARASI
NARLIDERE,38.393333,26.991666,1186,474,HUZUR - ÖREN PARKI - AÇELYAM SOKAK VE YİĞİT SOKAK KESİŞİMİ
NARLIDERE,38.395000,26.991111,1283,513,HUZUR - ŞEHİT TOPÇU ER YUSUF PARLAK PARKI - AÇELYA SOKAK VE İLHAN SELÇUK SOKAK ARASI
NARLIDERE,38.394166,26.990833,1912,765,HUZUR - ERİŞ SOKAK VE KÜÇÜKOĞLU SOKAK ARASI
NARLIDERE,38.394444,27.018889,3722,1489,ILICA - İSMAİL YASEMİN PARKI -  MUSTAFA KEMAL SAHİL BULVARI VE GAZETECİ FEVZİ YILMAZ SOKAK KESİŞİMİ
NARLIDERE,38.395277,27.021944,2135,854,ILICA - İHSAN ERBAKIŞ PARKI - MUSTAFA KEMAL SAHİL BULVARI VE ARDIÇ SOKAK KESİŞİMİ
NARLIDERE,38.394444,27.021944,506,202,ILICA - ARDIÇ SOKAK VE SÖĞÜT SOKAK KESİŞİMİ
NARLIDERE,38.392268,27.023359,3226,1290,ILICA - MUSTAFA YÜCEL ÖZBİLGİN PARKI -  MİTHATPAŞA CAD. VE PALANDÖKEN SOKAK ARASI
NARLIDERE,38.391666,27.024166,5169,2068,ILICA - PALANDÖKEN SOKAK VE BEDİRHAN SOKAK ARASI
NARLIDERE,38.392500,27.020833,1281,512,ILICA - LALE SOKAK VE TOPRAK SOKAK KESİŞİMİ
NARLIDERE,38.390278,27.025833,5354,2142,ILICA - BAHRİYE ÜÇOK PARKI -  BODUR SOKAK VE KARAKIZLI SOKAK ARASI
NARLIDERE,38.390000,27.028055,8582,3433,ILICA - 9 EYLÜL PARKI - ALKAN SOKAK VE VURAL SOKAK ARASI
NARLIDERE,38.381111,26.925000,12028,4811,LİMANREİS - RAUF DENKTAŞ PARKI - BAŞAK SOKAK VE MADALYON SOKAK ARASI
NARLIDERE,38.382500,26.924722,3498,1399,LİMANREİS - TOLGA SOKAK VE MADALYON SOKAK KESİŞİMİ
NARLIDERE,38.380277,26.926111,3281,1312,LİMANREİS - ÜLKEM SİTESİ PARKI - BAŞAK SOKAK
NARLIDERE,38.379444,26.927782,1283,513,LİMANREİS - BUĞDAY SOKAK VE AYVALIK SOKAK KESİŞİMİ
NARLIDERE,38.381388,26.927500,6022,2409,LİMANREİS - 2 TEMMUZ PARKI - YAFACI SOKAK VE DİLEK SOKAK ARASI
NARLIDERE,38.382579,26.934833,3854,1542,LİMANREİS - DİDEM SİTESİ PARKI - KIBRIS SOKAK VE IŞIK SOKAK ARASI
NARLIDERE,38.381389,26.937222,2983,1193,LİMANREİS - MAHMUT TÜRKMENOĞLU PARKI- ÖKSÜZ SOKAK VE AYDIN SOKAK ARASI
NARLIDERE,38.396944,27.002777,9950,3980,NARLI - AYKUT BARKA PARKI - MUSTAFA KEMAL SAHİL BULVARI VE CEREN SOKAK KESİŞİMİ
NARLIDERE,38.396666,27.004444,5274,2110,NARLI - ALİ ONBAŞI DERESİ VE TÜLAY AKTAŞ CAD. ARASI
NARLIDERE,38.394444,27.002222,718,287,NARLI - METİN GÖKTEPE PARKI - AN SİTESİ SOKAK VE KOÇYİĞİT SOKAK ARASI
NARLIDERE,38.393333,27.003055,1251,500,NARLI - NEŞET ERTAŞ PARKI  (AN SİTESİ PARKI) - KOÇYİĞİT SOKAK VE ÇELİK SOKAK KESİŞİMİ
NARLIDERE,38.393333,27.004444,5286,2114,"NARLI - CEVAT ŞAKİR KARAAĞAÇ PARKI - NAZIM SOKAK, İLGİ SOKAK VE İLKAY SOKAK ARASI "
NARLIDERE,38.391944,27.004444,1616,646,NARLI - ALİ EKBER ÇİÇEK PARKI - SAYGIN SOKAK
NARLIDERE,38.389444,27.002500,2043,817,NARLI - ÇİLEK SOKAK VE ÇAĞDAŞ SOKAK KESİŞİMİ
NARLIDERE,38.390833,27.003889,1640,656,NARLI - NİZAMETTİN BEDİR PARKI - KANARYA SOKAK VE İSMAİL HAKKI TONGUÇ SOKAK KESİŞİMİ
NARLIDERE,38.389722,27.006389,3057,1223,"NARLI - FEVZİ DEDE PARKI - GEÇER SOKAK, KAZANÇOĞLU SOKAK VE GÜLBAHAR SOKAK ARASI"
NARLIDERE,38.390833,27.006944,1579,632,NARLI - MUHTAR ŞENGÜL GÜLEL PARKI - KAZANÇOĞLU SOKAK VE ÖZYUVA SOKAK KESİŞİMİ
NARLIDERE,38.391111,27.007777,1920,768,NARLI - ÖZYUVA SOKAK VE GÜRAĞAÇ SOKAK ARASI
NARLIDERE,38.406944,27.006388,1474,590,SAHİLEVLERİ - BÜŞRA SOKAK VE KERVAN SOKAK KESİŞİMİ
NARLIDERE,38.406666,27.009166,2016,806,"SAHİLEVLERİ - ANAFARTALAR SOKAK, ŞAİR CAN YÜCEL SOKAK "
NARLIDERE,38.408611,27.012777,4284,1714,SAHİLEVLERİ - MÜFİT SOYLU SOKAK VE NİYAZİ YAPAN SOKAK KESİŞİMİ
NARLIDERE,38.395555,27.005833,6523,2609,YENİKALE - PİR SULTAN ABDAL PARKI - MUSTAFA KEMAL SAHİL BULVARI VE TAYLAN SOKAK KESİŞİMİ
NARLIDERE,38.396944,27.006666,10479,4192,YENİKALE - AYTAÇ SEFİLOĞLU PARKI - MUSTAFA KEMAL SAHİL BULVARI VE HIDIROĞLU SOKAK ARASI
NARLIDERE,38.396666,27.009722,2963,1185,YENİKALE - MUSA BARAN PARKI - MUSTAFA KEMAL SAHİL BULVARI VE KEMAL ERDEM SOKAK ARASI
NARLIDERE,38.395277,27.007777,746,298,YENİKALE - GÜLSÜM SAYGI PARKI - UTKU SOKAK VE İLKER SOKAK KESİŞİMİ
NARLIDERE,38.395000,27.009166,2400,960,"YENİKALE - ALİ GÜLERYÜZ PARKI - YILDIRAN SOKAK, DİLMAÇ SOKAK"
NARLIDERE,38.395555,27.011666,957,383,YENİKALE - PROF. DR. ALİ YEMİŞÇİGİL PARKI - SÜTÇÜLER CAD. VE ÖMÜR SOKAK KESİŞİMİ
NARLIDERE,38.394444,27.012222,1146,458,YENİKALE - ÖMÜR SOKAK VE BARAN SOKAK KESİŞİMİ
NARLIDERE,38.395555,27.017500,6514,2606,YENİKALE - MUSTAFA KEMAL SAHİL BULVARI VE BURAK SOKAK KESİŞİMİ
ÖDEMİŞ,38.228297,27.972793,7300,2920,AKINCILAR - ÜÇ EYLÜL TEYYARE PARKI - HÜRRİYET CAD. VE MİTHATPAŞA CAD. ARASI
ÖDEMİŞ,38.228386,27.974302,3000,1200,AKINCILAR - HÜKÜMET KONAĞI MEYDANI - MİTHAT PAŞA CAD.
ÖDEMİŞ,38.148758,28.151333,3048,1219,ALAŞARLI - OKUL BAHÇESİ - ALAŞARLI MAH. KÜMEEVLER
ÖDEMİŞ,38.235214,27.978304,1290,516,ANAFARTALAR - SAĞLIK CAD.
ÖDEMİŞ,38.345602,28.002111,1852,741,ARTICAK - OKUL BAHÇESİ - ARTICAK MAH. KÜMEEVLER
ÖDEMİŞ,38.231123,27.977964,16400,6560,ATATÜRK - ULUS MEYDANI - TEĞMEN KALMAZ CAD.
ÖDEMİŞ,38.078609,28.056575,886,354,BADEMLİ - YENİ KAHVE SOKAK
ÖDEMİŞ,38.090001,28.057058,3964,1586,BADEMLİ - PAZAR YERİ SOKAK
ÖDEMİŞ,38.139848,27.954693,2695,1078,BALABANLI - OKUL BAHÇESİ - ATATÜRK CAD.
ÖDEMİŞ,38.355149,28.034289,2000,800,BAYIRLI - MAH. MEYDANI - BAYIRLI MAH. BOĞAZ KÜMEEVLER
ÖDEMİŞ,38.246350,28.038696,6780,2712,BEYAZITLAR - BEYAZITLAR MAH. KÜMEEVLER - ÖDEMİŞ YOLU
ÖDEMİŞ,38.070498,28.103650,3323,1329,BIÇAKÇI - OKUL BAHÇESİ - BIÇAKCI SOKAK
ÖDEMİŞ,38.253156,28.065264,1100,440,BİRGİ - ATATÜRK MEYDANI - BELEDİYE SOKAK
ÖDEMİŞ,38.250685,28.060705,5813,2325,BİRGİ - UMURBEY CAD.
ÖDEMİŞ,38.118913,27.975482,3460,1384,BOZCAYAKA - OKUL BAHÇESİ - BOZCAYAKA MAH. KÜMEEVLER
ÖDEMİŞ,38.339469,28.074477,5464,2186,BOZDAĞ - ÜÇLER SOKAK
ÖDEMİŞ,38.231965,28.109210,2580,1032,BUCAK - OKUL BAHÇESİ - BUCAK MAH. KÜMEEVLER
ÖDEMİŞ,38.228147,27.837232,2610,1044,BÜLBÜLLER - OKUL BAHÇESİ - BÜLBÜLLER MAH. KÜMEEVLER
ÖDEMİŞ,38.231740,28.033317,923,369,BÜYÜKAVULCUK - OKUL BAHÇESİ- BÜYÜKAVULCUK MAH. KÜMEEVLER
ÖDEMİŞ,38.253991,28.119579,885,354,CEVİZALAN - CAMİ ÇEVRESİ - CEVİZALAN MAH. KÜMEEVLER
ÖDEMİŞ,38.223818,27.973383,1596,638,CUMHURİYET - KARŞIYAKA CAD.
ÖDEMİŞ,38.282564,27.989147,53,21,ÇAĞLAYAN - MAH. MEYDANI - ÇAĞLAYAN MAH. KÜMEEVLER
ÖDEMİŞ,38.089377,27.955621,2183,873,ÇAMLICA - OKUL BAHÇESİ - ÇAMLICA MAH. KÜMEEVLER
ÖDEMİŞ,38.367658,27.941653,2198,879,ÇAMYAYLA - OKUL BAHÇESİ - YEŞİLDERE SOKAK
ÖDEMİŞ,38.003489,28.008811,2266,906,ÇAYIR - OKUL BAHÇESİ - ATAMAN KÜMEEVLER - ÇAYIR SOKAK
ÖDEMİŞ,38.153093,28.144185,2400,960,ÇAYLI - ULUS MEYDANI
ÖDEMİŞ,38.316994,27.956372,282,113,ÇOBANLAR - MAH. MEYDANI - ÇOBANLAR MAH. KÜMEEVLER
ÖDEMİŞ,38.216044,27.905418,1331,532,DEMİRCİLİ - OKUL BAHÇESİ - DEMİRCİLİ SOKAK
ÖDEMİŞ,38.016305,28.002257,2763,1105,DEMİRDERE - OKUL BAHÇESİ - DEMİRDERE MAH. KÜMEEVLER
ÖDEMİŞ,38.275916,27.986838,3470,1388,DOLAYLAR - OKUL BAHÇESİ - DOLAYLAR MAH. KÜMEEVLER
ÖDEMİŞ,38.106392,28.119392,4015,1606,EMİRLİ - OKUL BAHÇESİ - EMİRLİ SOKAK
ÖDEMİŞ,38.218319,27.965909,7513,3005,EMMİOĞLU - ŞEREF USTA CAD.
ÖDEMİŞ,38.173859,28.056770,2595,1038,ERTUĞRUL - OKUL BAHÇESİ - CAMİÖNÜ SOKAK
ÖDEMİŞ,38.217689,28.066178,1976,790,GERÇEKLİ - OKUL BAHÇESİ - GERÇEKLİ MAH. KÜMEEVLER
ÖDEMİŞ,38.200540,28.047614,3253,1301,GERELİ - OKUL BAHÇESİ - GERELİ SOKAK
ÖDEMİŞ,38.272194,28.005507,10320,4123,"GÖLCÜK - ZEYTİNLİK MEVKİİ, BARIŞ CAD."
ÖDEMİŞ,38.323768,28.028603,2935,1174,GÖLCÜK - GÖLCÜK YAYLASI PARK VE ÇOCUK BAHÇESİ - SARAÇOĞLU CAD.
ÖDEMİŞ,38.016206,27.978461,500,200,GÜNEY - MAH. MEYDANI - GÜNEY MAH. KÜMEEVLER
ÖDEMİŞ,38.271024,27.954354,3940,1576,GÜNLÜCE - OKUL BAHÇESİ - OKUL SOKAK
ÖDEMİŞ,38.271656,27.937657,2967,1187,GÜNLÜCE - DEREUZUNYER VE DEREBEBEKLER MAH.LERİNİN YENİ YERLEŞİM ALANI- KINALI SOKAK
ÖDEMİŞ,38.275603,28.077384,1625,650,HACIHASAN - OKUL BAHÇESİ - HACIHASAN MAH. KÜMEEVLER
ÖDEMİŞ,38.013070,27.989828,2297,919,HAMAM - OKUL BAHÇESİ - HAMAM MAH. MENDEGÜME KÜMEEVLER
ÖDEMİŞ,38.377048,27.899616,5418,2167,HORZUM - OKUL BAHÇESİ - GÜNEY SOKAK
ÖDEMİŞ,38.224439,27.980271,1410,564,HÜRRİYET - MENDERES CAD.
ÖDEMİŞ,38.224719,27.884595,3200,1280,IŞIK - OKUL BAHÇESİ - IŞIK MAH. KÜMEEVLER
ÖDEMİŞ,38.175140,27.860619,10426,4170,İLKKURŞUN - OKUL BAHÇESİ - İLKKURŞUN MAH. KÜMEEVLER
ÖDEMİŞ,38.232917,27.973890,1420,568,İNÖNÜ - SEFA OTOPARKI - SEFA SOKAK
ÖDEMİŞ,38.230810,27.971644,2697,1079,İNÖNÜ - HAVUZLU PARK - GAZİ CAD.
ÖDEMİŞ,38.247046,27.912583,2092,837,KARADOĞAN - OKUL BAHÇESİ - KARADOĞAN MAH. KÜMEEVLER
ÖDEMİŞ,38.174336,27.940123,1843,737,KARAKOVA - ESKİ OKUL BAHÇESİ - KARAKOVA MAH. KÜMEEVLER
ÖDEMİŞ,38.204446,27.820706,1314,526,KAYAKÖY - 23 NİSAN CAD.
ÖDEMİŞ,38.163037,28.113472,2655,1062,KAYMAKÇI - SPOR SAHASI - MANOLYA SOK.
ÖDEMİŞ,38.137904,27.940098,3765,1506,KAZANLI - OKUL BAHÇESİ - KAZANLI SOK.
ÖDEMİŞ,38.103063,28.086010,1765,706,KEMENLER - OKUL BAHÇESİ - KEMENLER MAH. KÜMEEVLER
ÖDEMİŞ,38.285392,28.094439,1852,741,KEMER - ESKİ OKUL BAHÇESİ - KEMER MAH. KÜMEEVLER
ÖDEMİŞ,38.296407,27.828580,1664,666,KERPİÇLİK - OKUL BAHÇESİ - KERPİÇLİK  MAH. KÜMEEVLER
ÖDEMİŞ,38.201754,28.060647,3150,1260,KIŞLA - OKUL BAHÇESİ - KIŞLA MAH. KÜMEEVLER
ÖDEMİŞ,38.297366,27.844333,1377,551,KIZILCA - OKUL BAHÇESİ - KIZILCA MAH. KÜMEEVLER
ÖDEMİŞ,38.140367,28.151435,4055,1622,KIZILCAAVLU - OKUL BAHÇESİ - KIZILCAAVLU SOKAK
ÖDEMİŞ,38.114297,27.997230,3600,1440,KONAKLI - ATATÜRK CAD.
ÖDEMİŞ,38.204847,28.158425,1910,764,KÖFÜNDERE - ESKİ OKUL BAHÇESİ - KÖFÜNDERE MAH. KÜMEEVLER
ÖDEMİŞ,38.256104,27.888255,535,214,KÖSELER - OKUL BAHÇESİ - KÖSELER MAH. KÜMEEVLER
ÖDEMİŞ,38.178704,28.086871,7860,3144,KURUCUOVA - OKUL BAHÇESİ - KURUCUOVA MAH. KÜMEEVLER
ÖDEMİŞ,38.247147,28.097923,500,200,KUTLUBEYLER - MAH. MEYDANI - KUTLUBEYLER MAH. KÜMEEVLER
ÖDEMİŞ,38.233117,27.962929,15322,6129,KUVVETLİ - 416 SOKAK
ÖDEMİŞ,38.242439,28.031904,3546,1418,KÜÇÜKAVULCUK - KÜÇÜKAVULCUK MAH.  KÜMEEVLER
ÖDEMİŞ,38.030054,27.994384,500,200,KÜÇÜKÖREN - MAH. MEYDANI - KÜÇÜKÖREN MAH. KÜMEEVLER
ÖDEMİŞ,38.063252,27.979436,3186,1274,KÜRE - OKUL BAHÇESİ - KÜRE MAH. KÜMEEVLER
ÖDEMİŞ,38.135606,28.074080,4116,1646,MESCİTLİ - OKUL BAHÇESİ - MESCİTLİ MAH. KÜMEEVLER
ÖDEMİŞ,38.228053,27.966075,3243,1297,MEŞRUTİYET - OKUL BAHÇESİ - ORDU CAD.
ÖDEMİŞ,38.232739,27.966399,3772,1509,MİMAR SİNAN - KIRNAPÇI PARKI - MEHMET AKİF SOKAK
ÖDEMİŞ,38.269075,27.985900,4110,1644,MURSALLI - OKUL BAHÇESİ - MURSALLI MAH. KÜMEEVLER
ÖDEMİŞ,38.229567,28.010675,973,389,OCAKLI - OCAKLI MAH .KÜMEEVLER
ÖDEMİŞ,38.272379,28.018358,2640,1056,OĞUZLAR - OKUL BAHÇESİ - OĞUZLAR MAH. KÜMEEVLER
ÖDEMİŞ,38.162829,28.169713,2340,936,ORHANGAZİ - OKUL BAHÇESİ - ORHANGAZİ MAH. KÜMEEVLER
ÖDEMİŞ,38.253008,27.927106,5460,2184,ORTAKÖY - OKUL BAHÇESİ - ORTAKÖY MAH. KÜMEEVLER
ÖDEMİŞ,38.313867,28.053093,1910,764,OVACIK - OKUL BAHÇESİ - OVACIK MAH. KÜMEEVLER
ÖDEMİŞ,38.109423,28.019226,4856,1942,OVAKENT - FUTBOL SAHASI - HAMAM SOKAK
ÖDEMİŞ,38.083532,28.078291,5675,2270,PİRİNÇÇİ - OKUL BAHÇESİ - PİRİNÇÇİ MAH. KÜMEEVLER
ÖDEMİŞ,38.225533,27.853243,2996,1198,SEKİKÖY - OKUL BAHÇESİ - SEKİKÖY MAH. KÜMEEVLER
ÖDEMİŞ,38.193005,27.916677,6000,2400,SEYREKLİ - OKUL BAHÇESİ - SEYREKLİ MAH. KÜMEEVLER
ÖDEMİŞ,38.296238,27.892771,500,200,SUÇIKTI - KÖY MEYDANI - SUÇIKTI MAH. KÜMEEVLER
ÖDEMİŞ,38.247401,27.984382,7248,2899,SÜLEYMAN DEMİREL - ŞEHİT İSMAİL HAKKI BULUR SOKAK
ÖDEMİŞ,38.281192,27.855325,2508,1003,SÜLEYMANLAR - OKUL BAHÇESİ - SÜLEYMANLAR MAH. KÜMEEVLER
ÖDEMİŞ,38.221375,27.868685,4080,1632,ŞİRİNKÖY - ESKİ OKUL BAHÇESİ - ŞİRİNKÖY MAH. KÜMEEVLER
ÖDEMİŞ,38.338639,28.063717,3170,1268,TEKKE - OKUL BAHÇESİ - TEKKE MAH. KÜMEEVLER
ÖDEMİŞ,38.285116,27.902760,1484,594,TOSUNLAR - OKUL BAHÇESİ - TOSUNLAR MAH. KÜMEEVLER
ÖDEMİŞ,38.230005,27.962487,8910,3564,TÜRKMEN - DİKMEN CAD.
ÖDEMİŞ,38.191682,28.054979,4000,1600,TÜRKÖNÜ - OKUL BAHÇESİ - TÜRKÖNÜ MAH. KÜMEEVLER
ÖDEMİŞ,38.189240,28.128437,5690,2276,UZUNDERE - OKUL BAHÇESİ - UZUNDERE MAH. KÜMEEVLER
ÖDEMİŞ,38.219029,27.959836,2609,1044,ÜÇEYLÜL - BAĞLAR CAD. VE KANTARCI SOKAK ARASI
ÖDEMİŞ,38.248867,28.086948,5783,2313,ÜÇKONAK - OKUL BAHÇESİ - ÜÇKONAK SOKAK
ÖDEMİŞ,38.268006,27.923821,2430,972,ÜZÜMLÜ - ESKİ OKUL BAHÇESİ - ÜZÜMLÜ MAH. KÜMEEVLER
ÖDEMİŞ,38.258141,27.839402,5148,2059,VELİLER - OKUL BAHÇESİ - VELİLER MAH. KÜMEEVLER
ÖDEMİŞ,38.240624,27.949925,4745,1898,YENİCEKÖY - OKUL BAHÇESİ - YENİCEKÖY SOKAK
ÖDEMİŞ,38.198430,27.893727,3505,1402,YENİKÖY - OKUL BAHÇESİ - YENİKÖY SOKAK
ÖDEMİŞ,38.137852,28.172157,1660,664,YEŞİLKÖY - OKUL BAHÇESİ - YEŞİLKÖY MAH. KÜMEEVLER
ÖDEMİŞ,38.295588,28.123436,500,200,YILANLI - MAH. MEYDANI - YILANLI MAH. KÜMEEVLER
ÖDEMİŞ,38.209391,28.024307,2586,1034,YOLÜSTÜ - OKUL BAHÇESİ - YOLÜSTÜ SOKAK
ÖDEMİŞ,38.219655,27.828996,1913,765,YUSUFDERE - OKUL BAHÇESİ - YUSUFDERE MAH. KÜMEEVLER
ÖDEMİŞ,38.235065,27.989272,5962,2385,ZAFER - ŞEHİT ŞÜKRÜ UZUN SOKAK
SEFERİHİSAR,38.212714,26.825267,7441,2976,CAMİKEBİR  - 88 SOKAK VE 89 SOKAK KESİŞİMİ
SEFERİHİSAR,38.200403,26.835028,10000,4000,ÇOLAK İBRAHİM BEY - FEVZİ ÇAKMAK CAD. VE ŞEHİT GENERAL TEMEL CİNGÖZ CAD. KESİŞİMİ
SEFERİHİSAR,38.239631,26.815800,36222,14489,DÜZCE  - DEĞİRMEN ÇIKMAZ SOKAK
SEFERİHİSAR,38.189353,26.835683,6079,2432,HIDIRLIK - İZMİR CAD. VE 77 SOKAK KESİŞİMİ
SEFERİHİSAR,38.169812,26.814530,5221,2088,HIDIRLIK - 2134 SOKAK VE 2192  SOKAK ARASI
SEFERİHİSAR,38.275964,26.808594,2069,828,İHSANİYE  - İHSANİYE YOLU
SEFERİHİSAR,38.078808,26.974297,7133,2853,MERSİNALANI - ÜRKMEZ CAD.
SEFERİHİSAR,38.169088,26.953430,12690,5076,ORHANLI - ORHANLI CAD.
SEFERİHİSAR,38.076726,26.927469,12316,4926,PAYAMLI - KOCA YUSUF CAD. VE 5119 SOKAK KESİŞİMİ
SEFERİHİSAR,38.102475,26.942811,6852,2741,PAYAMLI - PAYAMLI CAD.
SEFERİHİSAR,38.189139,26.785167,1460,584,SIĞACIK - 139 SOKAK VE 145 SOKAK KESİŞİMİ
SEFERİHİSAR,38.179258,26.836369,2438,975,TEPECİK - TEPECİK CAD. VE 108/1 SOKAK ARASI
SEFERİHİSAR,38.197067,26.842003,11000,4400,TURABİYE - SEFERİHİSAR BELEDİYE BİNASI ARKASI - 31/1 SOKAK VE 32/1 SOKAK ARASI
SEFERİHİSAR,38.258331,26.805142,5646,2258,TURGUT  - PINAR SOKAK
SEFERİHİSAR,38.246558,26.836736,4697,1879,ULAMIŞ - 1420/1 SOKAK
SELÇUK,37.941191,27.381507,2883,1153,14 MAYIS - ZEYNEL IRMAK CAD.
SELÇUK,37.943061,27.381502,6687,2675,14 MAYIS - 4124 SOKAK
SELÇUK,37.946151,27.377484,3043,1217,14 MAYIS - 4044 SOKAK
SELÇUK,37.942871,27.379356,3000,1200,14 MAYIS - 4118 SOKAK
SELÇUK,37.914783,27.360379,1719,688,ACARLAR - 305 SOKAK
SELÇUK,38.012455,27.326712,1000,400,BARUTÇU  - BARUTÇU MAH. MEYDANI - ATATÜRK CAD.
SELÇUK,38.020388,27.443340,11035,4414,BELEVİ - ÜMİT AKOĞUL CAD.
SELÇUK,37.943175,27.368702,5735,2294,CUMHURİYET - KUBİLAY CAD.
SELÇUK,37.943017,27.369612,6327,2531,CUMHURİYET - 5028 SOKAK
SELÇUK,37.942467,27.370553,2672,1069,CUMHURİYET - 5016 SOKAK
SELÇUK,37.942491,27.370156,2404,962,CUMHURİYET - 5028 SOKAK
SELÇUK,37.941867,27.368851,2201,880,CUMHURİYET - RIFAT BARAN CAD. VE 5013 SOKAK ARASI
SELÇUK,37.940726,27.370026,2484,994,CUMHURİYET - 5031 SOKAK
SELÇUK,37.942744,27.373780,2393,957,CUMHURİYET - 5019 SOKAK
SELÇUK,37.943082,27.371900,1324,530,CUMHURİYET - 5018 SOKAK
SELÇUK,37.941247,27.377054,2327,931,CUMHURİYET - 5105 SOKAK
SELÇUK,37.943070,27.376462,3500,1400,CUMHURİYET - 5057 SOKAK
SELÇUK,37.885656,27.380198,20364,8146,ÇAMLIK - ÇAMLIK ATATÜRK CAD.
SELÇUK,37.838866,27.382781,8380,3352,GÖKÇEALAN - 640 SOKAK VE 641 SOKAK ARASI
SELÇUK,37.883378,27.416636,4862,1945,HAVUTÇULU - 506 SOKAK
SELÇUK,37.956494,27.370896,4499,1800,İSABEY - 2035 SOKAK
SELÇUK,37.958630,27.370280,12976,5190,İSABEY - ŞEHİT POLİS METİN TAVASLIOĞLU CAD. VE 2044 SOKAK KESİŞİMİ
SELÇUK,37.960157,27.372667,6094,2438,İSABEY - ATATÜRK CAD.
SELÇUK,37.958488,27.372385,2500,1000,İSABEY - ATATÜRK CAD.
SELÇUK,37.958061,27.372323,3200,1280,İSABEY - BELEDİYE DÜĞÜN SALONU BAHÇESİ - ATATÜRK CAD.
SELÇUK,37.951674,27.371747,4700,1880,İSABEY - TABAK CAD. VE 2002 SOKAK KESİŞİMİ
SELÇUK,37.882530,27.335320,750,300,SULTANİYE - SULTANİYE MAH. MEYDANI - EYİCE SOKAK
SELÇUK,37.944762,27.431718,2326,930,ŞİRİNCE - 219 SOKAK - KAYSERKAYA SOKAK
SELÇUK,37.954472,27.374300,2000,800,ZAFER - 3016 SOKAK VE 3026 SOKAK ARASI
SELÇUK,37.957700,27.374039,950,380,ZAFER  - 3024 SOKAK VE 3034/1 SOKAK KESİŞİMİ
SELÇUK,37.990945,27.282904,8060,3224,ZEYTİNKÖY - CAMİ BAHÇESİ - AKPINAR SOKAK
TİRE,38.090270,27.726640,2368,947,4 EYLÜL - GÜL PARKI - ORUÇ REİS CAD.
TİRE,38.095445,27.743770,9958,3983,ADNAN MENDERES  - GARAJ BAHÇESİ - NADİR SÜLDÜR CAD.
TİRE,38.050979,27.631336,1303,521,AKÇAŞEHİR  - AKÇAŞEHİR MAH. MEYDANI - AKÇAŞEHİR CAMİ SOKAK
TİRE,38.122976,27.655226,2092,836,AKKOYUNLU  - CAMİİLİ SOKAK
TİRE,37.999551,27.704826,1923,769,AKMESCİT  - AKMESCİT MAH. MEYDANI - KUZYAKA SOKAK
TİRE,38.020620,27.600900,1725,690,AKYURT  - AKYURT MAH. MEYDANI - AKYURT CUMHURİYET SOKAK
TİRE,38.093956,27.600339,1170,468,ALACALI  - ALACALI MAH. MEYDANI - DOSTLUK SOKAK
TİRE,38.052445,27.582682,1216,486,ALAYLI  - OVAÜSTÜ SOKAK
TİRE,38.027213,27.694593,325,130,ARMUTLU  - ARMUTLU MAH. MEYDANI - ARMUTLU KÜMEEVLERİ
TİRE,38.100363,27.726825,3642,1456,ATATÜRK  - GELİNCİK PARKI - GÜVEN CAD. VE HIZIR SOKAK ARASI
TİRE,38.099464,27.720955,17960,7184,ATATÜRK  - DEVLET HASTANESİ BAHÇESİ - İNÖNÜ BULVARI
TİRE,38.087049,27.536316,1291,516,AYAKLIKIRI  - AYAKLIKIRI MAH. MEYDANI - AYAKLIKIRI CUMHURİYET SOKAK
TİRE,37.997688,27.659277,340,136,BAŞKÖY  - BAŞKÖY ATATÜRK MEYDANI - BAŞKÖY CUMHURİYET SOKAK
TİRE,37.997520,27.659714,454,181,BAŞKÖY  - BAŞKÖY CAMİ SOKAK
TİRE,38.087177,27.783340,1589,635,BOYNUYOĞUN  - BOYNUYOĞUN MAH. MEYDANI - 1. CUMHURİYET SOKAK
TİRE,38.033496,27.558198,2228,891,BÜYÜKKALE  - BÜYÜKKALE MAH. MEYDANI - BÜYÜKKALE CUMHURİYET SOKAK
TİRE,38.047990,27.789606,1732,692,BÜYÜKKEMERDERE   - BÜYÜKKEMERDERE TİRE SOKAK
TİRE,38.020223,27.759350,1498,599,BÜYÜKKÖMÜRCÜ  - BÜYÜKKÖMÜRCÜ CUMHURİYET SOKAK
